.Archetype.,Archetype,metrics,value,data_type
Gamunex-C/ Gammaked,Archetype 2,Median Frequency,1.0,Treatment
Gamunex-C/ Gammaked,Archetype 2,Frequency per Quarter,0.01,Treatment
Gamunex-C/ Gammaked,Archetype 2,Frequency per Month,0.0,Treatment
Gamunex-C/ Gammaked,Archetype 3,Prevalence,0.007,Treatment
Gamunex-C/ Gammaked,Archetype 3,Mean Frequency,4.28,Treatment
Gamunex-C/ Gammaked,Archetype 3,Median Frequency,1.0,Treatment
Gamunex-C/ Gammaked,Archetype 3,Frequency per Quarter,0.0,Treatment
Gamunex-C/ Gammaked,Archetype 3,Frequency per Month,0.0,Treatment
Gamunex-C/ Gammaked,Archetype 4,Prevalence,0.011,Treatment
Gamunex-C/ Gammaked,Archetype 4,Mean Frequency,4.59,Treatment
Gamunex-C/ Gammaked,Archetype 4,Median Frequency,2.0,Treatment
Gamunex-C/ Gammaked,Archetype 4,Frequency per Quarter,0.0,Treatment
Gamunex-C/ Gammaked,Archetype 4,Frequency per Month,0.0,Treatment
Gamunex-C/ Gammaked,Overall,Prevalence,0.006,Treatment
Gamunex-C/ Gammaked,Overall,Mean Frequency,3.94,Treatment
Gamunex-C/ Gammaked,Overall,Median Frequency,1.0,Treatment
Gamunex-C/ Gammaked,Overall,Frequency per Quarter,0.0,Treatment
Gamunex-C/ Gammaked,Overall,Frequency per Month,0.0,Treatment
Gamunex-C/ Gammaked,Standard Deviation,Mean Frequency,1.54,Treatment
Gamunex-C/ Gammaked,Standard Deviation,Median Frequency,0.45,Treatment
Gamunex-C/ Gammaked,Standard Deviation,Frequency per Quarter,0.0,Treatment
Gamunex-C/ Gammaked,Standard Deviation,Frequency per Month,0.0,Treatment
Hizentra,Archetype 1,Prevalence,0.0,Treatment
Hizentra,Archetype 1,Mean Frequency,3.0,Treatment
Hizentra,Archetype 1,Median Frequency,3.0,Treatment
Hizentra,Archetype 1,Frequency per Quarter,0.0,Treatment
Hizentra,Archetype 1,Frequency per Month,0.0,Treatment
Hizentra,Archetype 2,Prevalence,0.002,Treatment
Hizentra,Archetype 2,Mean Frequency,14.88,Treatment
Hizentra,Archetype 2,Median Frequency,8.0,Treatment
Hizentra,Archetype 2,Frequency per Quarter,0.0,Treatment
Hizentra,Archetype 2,Frequency per Month,0.0,Treatment
Hizentra,Archetype 3,Prevalence,0.001,Treatment
Hizentra,Archetype 3,Mean Frequency,22.75,Treatment
Hizentra,Archetype 3,Median Frequency,18.0,Treatment
Hizentra,Archetype 3,Frequency per Quarter,0.0,Treatment
Hizentra,Archetype 3,Frequency per Month,0.0,Treatment
Hizentra,Archetype 4,Prevalence,0.001,Treatment
Hizentra,Archetype 4,Mean Frequency,1.5,Treatment
Hizentra,Archetype 4,Median Frequency,1.5,Treatment
Hizentra,Archetype 4,Frequency per Quarter,0.0,Treatment
Hizentra,Archetype 4,Frequency per Month,0.0,Treatment
Hizentra,Overall,Prevalence,0.001,Treatment
Hizentra,Overall,Mean Frequency,14.4,Treatment
Hizentra,Overall,Median Frequency,9.0,Treatment
Hizentra,Overall,Frequency per Quarter,0.0,Treatment
Hizentra,Overall,Frequency per Month,0.0,Treatment
Hizentra,Standard Deviation,Mean Frequency,8.92,Treatment
Hizentra,Standard Deviation,Median Frequency,6.48,Treatment
Hizentra,Standard Deviation,Frequency per Quarter,0.0,Treatment
Hizentra,Standard Deviation,Frequency per Month,0.0,Treatment
Hyqvia,Archetype 1,Frequency per Quarter,0.0,Treatment
Hyqvia,Archetype 1,Frequency per Month,0.0,Treatment
Hyqvia,Archetype 2,Frequency per Quarter,0.0,Treatment
Hyqvia,Archetype 2,Frequency per Month,0.0,Treatment
Hyqvia,Archetype 3,Prevalence,0.0,Treatment
Hyqvia,Archetype 3,Mean Frequency,1.0,Treatment
Hyqvia,Archetype 3,Median Frequency,1.0,Treatment
Hyqvia,Archetype 3,Frequency per Quarter,0.0,Treatment
Hyqvia,Archetype 3,Frequency per Month,0.0,Treatment
Hyqvia,Archetype 4,Prevalence,0.001,Treatment
Hyqvia,Archetype 4,Mean Frequency,10.0,Treatment
Hyqvia,Archetype 4,Median Frequency,10.0,Treatment
Hyqvia,Archetype 4,Frequency per Quarter,0.0,Treatment
Hyqvia,Archetype 4,Frequency per Month,0.0,Treatment
Hyqvia,Overall,Prevalence,0.0,Treatment
Hyqvia,Overall,Mean Frequency,7.0,Treatment
Hyqvia,Overall,Median Frequency,3.0,Treatment
Hyqvia,Overall,Frequency per Quarter,0.0,Treatment
Hyqvia,Overall,Frequency per Month,0.0,Treatment
Hyqvia,Standard Deviation,Mean Frequency,4.58,Treatment
Hyqvia,Standard Deviation,Median Frequency,4.73,Treatment
Hyqvia,Standard Deviation,Frequency per Quarter,0.0,Treatment
Hyqvia,Standard Deviation,Frequency per Month,0.0,Treatment
Methotrexate,Archetype 1,Prevalence,0.007,Treatment
Methotrexate,Archetype 1,Mean Frequency,4.26,Treatment
Methotrexate,Archetype 1,Median Frequency,3.0,Treatment
Methotrexate,Archetype 1,Frequency per Quarter,0.01,Treatment
Methotrexate,Archetype 1,Frequency per Month,0.0,Treatment
Methotrexate,Archetype 2,Prevalence,0.026,Treatment
Methotrexate,Archetype 2,Mean Frequency,9.5,Treatment
Methotrexate,Archetype 2,Median Frequency,7.0,Treatment
Methotrexate,Archetype 2,Frequency per Quarter,0.03,Treatment
Methotrexate,Archetype 2,Frequency per Month,0.01,Treatment
Methotrexate,Archetype 3,Prevalence,0.036,Treatment
Methotrexate,Archetype 3,Mean Frequency,13.67,Treatment
Methotrexate,Archetype 3,Median Frequency,9.0,Treatment
Methotrexate,Archetype 3,Frequency per Quarter,0.03,Treatment
Methotrexate,Archetype 3,Frequency per Month,0.01,Treatment
Methotrexate,Archetype 4,Prevalence,0.057,Treatment
Methotrexate,Archetype 4,Mean Frequency,17.04,Treatment
Methotrexate,Archetype 4,Median Frequency,12.0,Treatment
Methotrexate,Archetype 4,Frequency per Quarter,0.06,Treatment
Methotrexate,Archetype 4,Frequency per Month,0.02,Treatment
Methotrexate,Overall,Prevalence,0.021,Treatment
Methotrexate,Overall,Mean Frequency,11.9,Treatment
Methotrexate,Overall,Median Frequency,7.0,Treatment
Methotrexate,Overall,Frequency per Quarter,0.02,Treatment
Methotrexate,Overall,Frequency per Month,0.01,Treatment
Methotrexate,Standard Deviation,Mean Frequency,4.79,Treatment
Methotrexate,Standard Deviation,Median Frequency,3.29,Treatment
Methotrexate,Standard Deviation,Frequency per Quarter,0.02,Treatment
Methotrexate,Standard Deviation,Frequency per Month,0.01,Treatment
Methylprednisolone ,Archetype 1,Prevalence,0.026,Treatment
Methylprednisolone ,Archetype 1,Mean Frequency,1.38,Treatment
Methylprednisolone ,Archetype 1,Median Frequency,1.0,Treatment
Methylprednisolone ,Archetype 1,Frequency per Quarter,0.01,Treatment
Methylprednisolone ,Archetype 1,Frequency per Month,0.0,Treatment
Methylprednisolone ,Archetype 2,Prevalence,0.09,Treatment
Methylprednisolone ,Archetype 2,Mean Frequency,1.86,Treatment
Methylprednisolone ,Archetype 2,Median Frequency,1.0,Treatment
Methylprednisolone ,Archetype 2,Frequency per Quarter,0.02,Treatment
Methylprednisolone ,Archetype 2,Frequency per Month,0.01,Treatment
Methylprednisolone ,Archetype 3,Prevalence,0.114,Treatment
Methylprednisolone ,Archetype 3,Mean Frequency,2.1,Treatment
Methylprednisolone ,Archetype 3,Median Frequency,1.0,Treatment
Methylprednisolone ,Archetype 3,Frequency per Quarter,0.02,Treatment
Methylprednisolone ,Archetype 3,Frequency per Month,0.01,Treatment
Methylprednisolone ,Archetype 4,Prevalence,0.246,Treatment
Methylprednisolone ,Archetype 4,Mean Frequency,2.93,Treatment
Methylprednisolone ,Archetype 4,Median Frequency,2.0,Treatment
Methylprednisolone ,Archetype 4,Frequency per Quarter,0.05,Treatment
Methylprednisolone ,Archetype 4,Frequency per Month,0.02,Treatment
Methylprednisolone ,Overall,Prevalence,0.076,Treatment
Methylprednisolone ,Overall,Mean Frequency,2.12,Treatment
Methylprednisolone ,Overall,Median Frequency,1.0,Treatment
Methylprednisolone ,Overall,Frequency per Quarter,0.01,Treatment
Methylprednisolone ,Overall,Frequency per Month,0.01,Treatment
Methylprednisolone ,Standard Deviation,Mean Frequency,0.56,Treatment
Methylprednisolone ,Standard Deviation,Median Frequency,0.45,Treatment
Methylprednisolone ,Standard Deviation,Frequency per Quarter,0.02,Treatment
Methylprednisolone ,Standard Deviation,Frequency per Month,0.01,Treatment
Mycophenolate,Archetype 1,Prevalence,0.001,Treatment
Mycophenolate,Archetype 1,Mean Frequency,1.5,Treatment
Mycophenolate,Archetype 1,Median Frequency,1.0,Treatment
Mycophenolate,Archetype 1,Frequency per Quarter,0.0,Treatment
Mycophenolate,Archetype 1,Frequency per Month,0.0,Treatment
Mycophenolate,Archetype 2,Prevalence,0.004,Treatment
Mycophenolate,Archetype 2,Mean Frequency,6.6,Treatment
Mycophenolate,Archetype 2,Median Frequency,4.0,Treatment
Mycophenolate,Archetype 2,Frequency per Quarter,0.0,Treatment
Mycophenolate,Archetype 2,Frequency per Month,0.0,Treatment
Mycophenolate,Archetype 3,Prevalence,0.003,Treatment
Mycophenolate,Archetype 3,Mean Frequency,9.36,Treatment
Mycophenolate,Archetype 3,Median Frequency,1.0,Treatment
Mycophenolate,Archetype 3,Frequency per Quarter,0.0,Treatment
Mycophenolate,Archetype 3,Frequency per Month,0.0,Treatment
Mycophenolate,Archetype 4,Prevalence,0.001,Treatment
Mycophenolate,Archetype 4,Mean Frequency,35.0,Treatment
Mycophenolate,Archetype 4,Median Frequency,35.0,Treatment
Mycophenolate,Archetype 4,Frequency per Quarter,0.0,Treatment
Mycophenolate,Archetype 4,Frequency per Month,0.0,Treatment
Mycophenolate,Overall,Prevalence,0.002,Treatment
Mycophenolate,Overall,Mean Frequency,7.68,Treatment
Mycophenolate,Overall,Median Frequency,2.0,Treatment
Mycophenolate,Overall,Frequency per Quarter,0.0,Treatment
Mycophenolate,Overall,Frequency per Month,0.0,Treatment
Mycophenolate,Standard Deviation,Mean Frequency,13.17,Treatment
Mycophenolate,Standard Deviation,Median Frequency,14.81,Treatment
Mycophenolate,Standard Deviation,Frequency per Quarter,0.0,Treatment
Mycophenolate,Standard Deviation,Frequency per Month,0.0,Treatment
Mycophenolate Mofeti,Archetype 1,Prevalence,0.002,Treatment
Mycophenolate Mofeti,Archetype 1,Mean Frequency,1.53,Treatment
Mycophenolate Mofeti,Archetype 1,Median Frequency,1.0,Treatment
Mycophenolate Mofeti,Archetype 1,Frequency per Quarter,0.0,Treatment
Mycophenolate Mofeti,Archetype 1,Frequency per Month,0.0,Treatment
Mycophenolate Mofeti,Archetype 2,Prevalence,0.003,Treatment
Mycophenolate Mofeti,Archetype 2,Mean Frequency,1.77,Treatment
Mycophenolate Mofeti,Archetype 2,Median Frequency,2.0,Treatment
Mycophenolate Mofeti,Archetype 2,Frequency per Quarter,0.0,Treatment
Mycophenolate Mofeti,Archetype 2,Frequency per Month,0.0,Treatment
Mycophenolate Mofeti,Archetype 3,Prevalence,0.002,Treatment
Mycophenolate Mofeti,Archetype 3,Mean Frequency,1.4,Treatment
Mycophenolate Mofeti,Archetype 3,Median Frequency,1.0,Treatment
Mycophenolate Mofeti,Archetype 3,Frequency per Quarter,0.0,Treatment
Mycophenolate Mofeti,Archetype 3,Frequency per Month,0.0,Treatment
Mycophenolate Mofeti,Archetype 4,Prevalence,0.003,Treatment
Mycophenolate Mofeti,Archetype 4,Mean Frequency,2.4,Treatment
Mycophenolate Mofeti,Archetype 4,Median Frequency,2.0,Treatment
Mycophenolate Mofeti,Archetype 4,Frequency per Quarter,0.0,Treatment
Mycophenolate Mofeti,Archetype 4,Frequency per Month,0.0,Treatment
Mycophenolate Mofeti,Overall,Prevalence,0.002,Treatment
Mycophenolate Mofeti,Overall,Mean Frequency,1.66,Treatment
Mycophenolate Mofeti,Overall,Median Frequency,1.0,Treatment
Mycophenolate Mofeti,Overall,Frequency per Quarter,0.0,Treatment
Mycophenolate Mofeti,Overall,Frequency per Month,0.0,Treatment
Mycophenolate Mofeti,Standard Deviation,Mean Frequency,0.39,Treatment
Mycophenolate Mofeti,Standard Deviation,Median Frequency,0.55,Treatment
Mycophenolate Mofeti,Standard Deviation,Frequency per Quarter,0.0,Treatment
Mycophenolate Mofeti,Standard Deviation,Frequency per Month,0.0,Treatment
Neostigmine,Archetype 1,Prevalence,0.005,Treatment
Neostigmine,Archetype 1,Mean Frequency,1.02,Treatment
Neostigmine,Archetype 1,Median Frequency,1.0,Treatment
Neostigmine,Archetype 1,Frequency per Quarter,0.0,Treatment
Neostigmine,Archetype 1,Frequency per Month,0.0,Treatment
Neostigmine,Archetype 2,Prevalence,0.015,Treatment
Neostigmine,Archetype 2,Mean Frequency,1.06,Treatment
Neostigmine,Archetype 2,Median Frequency,1.0,Treatment
Neostigmine,Archetype 2,Frequency per Quarter,0.0,Treatment
Neostigmine,Archetype 2,Frequency per Month,0.0,Treatment
Neostigmine,Archetype 3,Prevalence,0.018,Treatment
Neostigmine,Archetype 3,Mean Frequency,1.08,Treatment
Neostigmine,Archetype 3,Median Frequency,1.0,Treatment
Neostigmine,Archetype 3,Frequency per Quarter,0.0,Treatment
Neostigmine,Archetype 3,Frequency per Month,0.0,Treatment
Neostigmine,Archetype 4,Prevalence,0.039,Treatment
Neostigmine,Archetype 4,Mean Frequency,1.1,Treatment
Neostigmine,Archetype 4,Median Frequency,1.0,Treatment
Neostigmine,Archetype 4,Frequency per Quarter,0.0,Treatment
Neostigmine,Archetype 4,Frequency per Month,0.0,Treatment
Neostigmine,Overall,Prevalence,0.012,Treatment
Neostigmine,Overall,Mean Frequency,1.07,Treatment
Neostigmine,Overall,Median Frequency,1.0,Treatment
Neostigmine,Overall,Frequency per Quarter,0.0,Treatment
Neostigmine,Overall,Frequency per Month,0.0,Treatment
Neostigmine,Standard Deviation,Mean Frequency,0.03,Treatment
Neostigmine,Standard Deviation,Median Frequency,0.0,Treatment
Neostigmine,Standard Deviation,Frequency per Quarter,0.0,Treatment
Neostigmine,Standard Deviation,Frequency per Month,0.0,Treatment
Octagam,Archetype 1,Prevalence,0.002,Treatment
Octagam,Archetype 1,Mean Frequency,2.18,Treatment
Octagam,Archetype 1,Median Frequency,1.0,Treatment
Octagam,Archetype 1,Frequency per Quarter,0.0,Treatment
Octagam,Archetype 1,Frequency per Month,0.0,Treatment
Octagam,Archetype 2,Prevalence,0.005,Treatment
Octagam,Archetype 2,Mean Frequency,6.47,Treatment
Octagam,Archetype 2,Median Frequency,1.0,Treatment
Octagam,Archetype 2,Frequency per Quarter,0.0,Treatment
Octagam,Archetype 2,Frequency per Month,0.0,Treatment
Octagam,Archetype 3,Prevalence,0.004,Treatment
Octagam,Archetype 3,Mean Frequency,1.61,Treatment
Octagam,Archetype 3,Median Frequency,1.0,Treatment
Octagam,Archetype 3,Frequency per Quarter,0.0,Treatment
Octagam,Archetype 3,Frequency per Month,0.0,Treatment
Octagam,Archetype 4,Prevalence,0.008,Treatment
Octagam,Archetype 4,Mean Frequency,21.25,Treatment
Octagam,Archetype 4,Median Frequency,13.5,Treatment
Octagam,Archetype 4,Frequency per Quarter,0.01,Treatment
Octagam,Archetype 4,Frequency per Month,0.0,Treatment
Octagam,Overall,Prevalence,0.003,Treatment
Octagam,Overall,Mean Frequency,6.73,Treatment
Octagam,Overall,Median Frequency,1.0,Treatment
Octagam,Overall,Frequency per Quarter,0.0,Treatment
Octagam,Overall,Frequency per Month,0.0,Treatment
Octagam,Standard Deviation,Mean Frequency,7.96,Treatment
Octagam,Standard Deviation,Median Frequency,5.59,Treatment
Octagam,Standard Deviation,Frequency per Quarter,0.0,Treatment
Octagam,Standard Deviation,Frequency per Month,0.0,Treatment
Plex,Archetype 1,Prevalence,0.004,Treatment
Plex,Archetype 1,Mean Frequency,1.95,Treatment
Plex,Archetype 1,Median Frequency,1.0,Treatment
Plex,Archetype 1,Frequency per Quarter,0.0,Treatment
Plex,Archetype 1,Frequency per Month,0.0,Treatment
Plex,Archetype 2,Prevalence,0.005,Treatment
Plex,Archetype 2,Mean Frequency,9.95,Treatment
Plex,Archetype 2,Median Frequency,3.0,Treatment
Plex,Archetype 2,Frequency per Quarter,0.01,Treatment
Plex,Archetype 2,Frequency per Month,0.0,Treatment
Plex,Archetype 3,Prevalence,0.004,Treatment
Plex,Archetype 3,Mean Frequency,5.9,Treatment
Plex,Archetype 3,Median Frequency,1.0,Treatment
Plex,Archetype 3,Frequency per Quarter,0.0,Treatment
Plex,Archetype 3,Frequency per Month,0.0,Treatment
Plex,Archetype 4,Prevalence,0.009,Treatment
Plex,Archetype 4,Mean Frequency,16.71,Treatment
Plex,Archetype 4,Median Frequency,5.0,Treatment
Plex,Archetype 4,Frequency per Quarter,0.01,Treatment
Plex,Archetype 4,Frequency per Month,0.0,Treatment
Plex,Overall,Prevalence,0.004,Treatment
Plex,Overall,Mean Frequency,6.85,Treatment
Plex,Overall,Median Frequency,1.0,Treatment
Plex,Overall,Frequency per Quarter,0.0,Treatment
Plex,Overall,Frequency per Month,0.0,Treatment
Plex,Standard Deviation,Mean Frequency,5.51,Treatment
Plex,Standard Deviation,Median Frequency,1.79,Treatment
Plex,Standard Deviation,Frequency per Quarter,0.01,Treatment
Plex,Standard Deviation,Frequency per Month,0.0,Treatment
Prednisolone,Archetype 1,Prevalence,0.0,Treatment
Prednisolone,Archetype 1,Mean Frequency,1.0,Treatment
Prednisolone,Archetype 1,Median Frequency,1.0,Treatment
Prednisolone,Archetype 1,Frequency per Quarter,0.0,Treatment
Prednisolone,Archetype 1,Frequency per Month,0.0,Treatment
Prednisolone,Archetype 2,Prevalence,0.001,Treatment
Prednisolone,Archetype 2,Mean Frequency,1.0,Treatment
Prednisolone,Archetype 2,Median Frequency,1.0,Treatment
Prednisolone,Archetype 2,Frequency per Quarter,0.0,Treatment
Prednisolone,Archetype 2,Frequency per Month,0.0,Treatment
Prednisolone,Archetype 3,Prevalence,0.001,Treatment
Prednisolone,Archetype 3,Mean Frequency,1.8,Treatment
Prednisolone,Archetype 3,Median Frequency,1.0,Treatment
Prednisolone,Archetype 3,Frequency per Quarter,0.0,Treatment
Prednisolone,Archetype 3,Frequency per Month,0.0,Treatment
Prednisolone,Archetype 4,Prevalence,0.003,Treatment
Prednisolone,Archetype 4,Mean Frequency,1.0,Treatment
Prednisolone,Archetype 4,Median Frequency,1.0,Treatment
Prednisolone,Archetype 4,Frequency per Quarter,0.0,Treatment
Prednisolone,Archetype 4,Frequency per Month,0.0,Treatment
Prednisolone,Overall,Prevalence,0.001,Treatment
Prednisolone,Overall,Mean Frequency,1.24,Treatment
Prednisolone,Overall,Median Frequency,1.0,Treatment
Prednisolone,Overall,Frequency per Quarter,0.0,Treatment
Prednisolone,Overall,Frequency per Month,0.0,Treatment
Prednisolone,Standard Deviation,Mean Frequency,0.35,Treatment
Prednisolone,Standard Deviation,Median Frequency,0.0,Treatment
Prednisolone,Standard Deviation,Frequency per Quarter,0.0,Treatment
Prednisolone,Standard Deviation,Frequency per Month,0.0,Treatment
Prednisone,Archetype 1,Prevalence,0.283,Treatment
Prednisone,Archetype 1,Mean Frequency,3.03,Treatment
Prednisone,Archetype 1,Median Frequency,2.0,Treatment
Prednisone,Archetype 1,Frequency per Quarter,0.19,Treatment
Prednisone,Archetype 1,Frequency per Month,0.09,Treatment
Prednisone,Archetype 2,Prevalence,0.499,Treatment
Prednisone,Archetype 2,Mean Frequency,7.07,Treatment
Prednisone,Archetype 2,Median Frequency,3.0,Treatment
Prednisone,Archetype 2,Frequency per Quarter,0.4,Treatment
Prednisone,Archetype 2,Frequency per Month,0.13,Treatment
Prednisone,Archetype 3,Prevalence,0.585,Treatment
Prednisone,Archetype 3,Mean Frequency,9.39,Treatment
Prednisone,Archetype 3,Median Frequency,4.0,Treatment
Prednisone,Archetype 3,Frequency per Quarter,0.37,Treatment
Prednisone,Archetype 3,Frequency per Month,0.12,Treatment
Prednisone,Archetype 4,Prevalence,0.622,Treatment
Prednisone,Archetype 4,Mean Frequency,9.01,Treatment
Prednisone,Archetype 4,Median Frequency,4.0,Treatment
Prednisone,Archetype 4,Frequency per Quarter,0.38,Treatment
Prednisone,Archetype 4,Frequency per Month,0.13,Treatment
Prednisone,Overall,Prevalence,0.422,Treatment
Prednisone,Overall,Mean Frequency,6.7,Treatment
Prednisone,Overall,Median Frequency,3.0,Treatment
Prednisone,Overall,Frequency per Quarter,0.29,Treatment
Prednisone,Overall,Frequency per Month,0.11,Treatment
Prednisone,Standard Deviation,Mean Frequency,2.53,Treatment
Prednisone,Standard Deviation,Median Frequency,0.84,Treatment
Prednisone,Standard Deviation,Frequency per Quarter,0.09,Treatment
Prednisone,Standard Deviation,Frequency per Month,0.02,Treatment
Privigen,Archetype 1,Prevalence,0.005,Treatment
Privigen,Archetype 1,Mean Frequency,1.73,Treatment
